datetime,location
4/14/1971,Nagano
4/7/1972,Nagano
4/12/1973,Nagano
4/17/1974,Nagano
4/15/1975,Nagano
4/15/1976,Nagano
4/15/1977,Nagano
4/20/1978,Nagano
4/8/1979,Nagano
4/18/1980,Nagano
4/17/1981,Nagano
4/13/1982,Nagano
4/13/1983,Nagano
4/26/1984,Nagano
4/13/1985,Nagano
4/20/1986,Nagano
4/9/1987,Nagano
4/20/1988,Nagano
4/6/1989,Nagano
4/7/1990,Nagano
4/12/1991,Nagano
4/9/1992,Nagano
4/18/1993,Nagano
4/15/1994,Nagano
4/17/1995,Nagano
4/23/1996,Nagano
4/11/1997,Nagano
4/10/1998,Nagano
4/10/1999,Nagano
4/18/2000,Nagano
4/10/2001,Nagano
4/2/2002,Nagano
4/15/2003,Nagano
4/6/2004,Nagano
4/14/2005,Nagano
4/15/2006,Nagano
4/7/2007,Nagano
4/10/2008,Nagano
4/8/2009,Nagano
4/9/2010,Nagano
4/15/2011,Nagano
4/18/2012,Nagano
4/6/2013,Nagano
4/11/2014,Nagano
4/4/2015,Nagano
4/3/2016,Nagano
4/14/2017,Nagano
4/2/2018,Nagano
4/13/2019,Nagano
4/2/2020,Nagano
3/29/2021,Nagano
4/9/2022,Nagano
4/10/1953,Takada
4/4/1954,Takada
4/3/1955,Takada
4/13/1956,Takada
4/16/1957,Takada
4/6/1958,Takada
4/3/1959,Takada
4/5/1960,Takada
4/10/1961,Takada
4/8/1962,Takada
4/7/1963,Takada
4/7/1964,Takada
4/16/1965,Takada
4/10/1966,Takada
4/7/1967,Takada
4/12/1968,Takada
4/13/1969,Takada
4/21/1970,Takada
4/10/1971,Takada
4/5/1972,Takada
4/9/1973,Takada
4/14/1974,Takada
4/10/1975,Takada
4/13/1976,Takada
4/12/1977,Takada
4/15/1978,Takada
3/31/1979,Takada
4/13/1980,Takada
4/14/1981,Takada
4/6/1982,Takada
4/10/1983,Takada
4/25/1984,Takada
4/12/1985,Takada
4/16/1986,Takada
4/6/1987,Takada
4/14/1988,Takada
3/31/1989,Takada
4/1/1990,Takada
4/10/1991,Takada
4/5/1992,Takada
4/11/1993,Takada
4/10/1994,Takada
4/8/1995,Takada
4/15/1996,Takada
4/6/1997,Takada
4/4/1998,Takada
4/5/1999,Takada
4/10/2000,Takada
4/7/2001,Takada
3/30/2002,Takada
4/7/2003,Takada
3/30/2004,Takada
4/10/2005,Takada
4/12/2006,Takada
4/2/2007,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
,Takada
4/6/1953,Utsunomiya
4/2/1954,Utsunomiya
4/3/1955,Utsunomiya
4/10/1956,Utsunomiya
4/9/1957,Utsunomiya
4/6/1958,Utsunomiya
3/31/1959,Utsunomiya
4/1/1960,Utsunomiya
4/5/1961,Utsunomiya
4/7/1962,Utsunomiya
4/6/1963,Utsunomiya
4/6/1964,Utsunomiya
4/11/1965,Utsunomiya
3/30/1966,Utsunomiya
4/4/1967,Utsunomiya
4/4/1968,Utsunomiya
4/8/1969,Utsunomiya
4/13/1970,Utsunomiya
4/5/1971,Utsunomiya
3/31/1972,Utsunomiya
4/3/1973,Utsunomiya
4/8/1974,Utsunomiya
4/7/1975,Utsunomiya
4/1/1976,Utsunomiya
4/1/1977,Utsunomiya
4/10/1978,Utsunomiya
3/29/1979,Utsunomiya
4/7/1980,Utsunomiya
4/6/1981,Utsunomiya
4/1/1982,Utsunomiya
4/7/1983,Utsunomiya
4/18/1984,Utsunomiya
4/6/1985,Utsunomiya
4/11/1986,Utsunomiya
3/31/1987,Utsunomiya
4/7/1988,Utsunomiya
3/27/1989,Utsunomiya
3/25/1990,Utsunomiya
4/4/1991,Utsunomiya
3/30/1992,Utsunomiya
4/2/1993,Utsunomiya
4/4/1994,Utsunomiya
4/4/1995,Utsunomiya
4/6/1996,Utsunomiya
3/30/1997,Utsunomiya
3/30/1998,Utsunomiya
3/26/1999,Utsunomiya
4/5/2000,Utsunomiya
3/28/2001,Utsunomiya
3/18/2002,Utsunomiya
3/31/2003,Utsunomiya
3/27/2004,Utsunomiya
4/6/2005,Utsunomiya
3/29/2006,Utsunomiya
3/26/2007,Utsunomiya
3/28/2008,Utsunomiya
3/26/2009,Utsunomiya
4/2/2010,Utsunomiya
4/6/2011,Utsunomiya
4/8/2012,Utsunomiya
3/21/2013,Utsunomiya
3/29/2014,Utsunomiya
3/30/2015,Utsunomiya
3/28/2016,Utsunomiya
4/3/2017,Utsunomiya
3/26/2018,Utsunomiya
3/28/2019,Utsunomiya
3/21/2020,Utsunomiya
3/20/2021,Utsunomiya
3/27/2022,Utsunomiya
4/7/1953,Fukui
4/2/1954,Fukui
4/1/1955,Fukui
4/9/1956,Fukui
4/11/1957,Fukui
4/3/1958,Fukui
3/30/1959,Fukui
4/1/1960,Fukui
4/5/1961,Fukui
4/8/1962,Fukui
4/9/1963,Fukui
4/6/1964,Fukui
4/16/1965,Fukui
4/3/1966,Fukui
4/3/1967,Fukui
4/6/1968,Fukui
4/9/1969,Fukui
4/14/1970,Fukui
4/8/1971,Fukui
4/4/1972,Fukui
4/5/1973,Fukui
4/7/1974,Fukui
4/7/1975,Fukui
4/2/1976,Fukui
4/10/1977,Fukui
4/12/1978,Fukui
3/31/1979,Fukui
4/8/1980,Fukui
4/9/1981,Fukui
4/1/1982,Fukui
4/7/1983,Fukui
4/17/1984,Fukui
4/8/1985,Fukui
4/10/1986,Fukui
4/4/1987,Fukui
4/12/1988,Fukui
3/28/1989,Fukui
3/27/1990,Fukui
4/6/1991,Fukui
4/1/1992,Fukui
4/4/1993,Fukui
4/7/1994,Fukui
4/5/1995,Fukui
4/7/1996,Fukui
3/30/1997,Fukui
3/29/1998,Fukui
3/26/1999,Fukui
4/8/2000,Fukui
4/2/2001,Fukui
3/26/2002,Fukui
4/2/2003,Fukui
3/29/2004,Fukui
4/7/2005,Fukui
4/5/2006,Fukui
3/29/2007,Fukui
4/2/2008,Fukui
3/26/2009,Fukui
4/2/2010,Fukui
4/7/2011,Fukui
4/10/2012,Fukui
3/28/2013,Fukui
3/31/2014,Fukui
3/31/2015,Fukui
3/27/2016,Fukui
4/5/2017,Fukui
3/29/2018,Fukui
3/28/2019,Fukui
3/25/2020,Fukui
3/22/2021,Fukui
3/31/2022,Fukui
4/21/1953,Takayama
4/6/1954,Takayama
4/10/1955,Takayama
4/19/1956,Takayama
4/21/1957,Takayama
4/14/1958,Takayama
4/8/1959,Takayama
4/12/1960,Takayama
4/15/1961,Takayama
4/16/1962,Takayama
4/17/1963,Takayama
4/12/1964,Takayama
4/25/1965,Takayama
4/16/1966,Takayama
4/13/1967,Takayama
4/16/1968,Takayama
4/15/1969,Takayama
4/24/1970,Takayama
4/14/1971,Takayama
4/10/1972,Takayama
4/12/1973,Takayama
4/20/1974,Takayama
4/18/1975,Takayama
4/15/1976,Takayama
4/15/1977,Takayama
4/24/1978,Takayama
4/9/1979,Takayama
4/19/1980,Takayama
4/23/1981,Takayama
4/17/1982,Takayama
4/14/1983,Takayama
4/28/1984,Takayama
4/15/1985,Takayama
4/21/1986,Takayama
4/15/1987,Takayama
4/22/1988,Takayama
4/9/1989,Takayama
4/9/1990,Takayama
4/15/1991,Takayama
4/10/1992,Takayama
4/21/1993,Takayama
4/18/1994,Takayama
4/18/1995,Takayama
4/25/1996,Takayama
4/14/1997,Takayama
4/10/1998,Takayama
4/13/1999,Takayama
4/21/2000,Takayama
4/12/2001,Takayama
4/5/2002,Takayama
4/17/2003,Takayama
4/10/2004,Takayama
4/17/2005,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
,Takayama
4/11/1953,Matsumoto
4/7/1954,Matsumoto
4/8/1955,Matsumoto
4/15/1956,Matsumoto
4/17/1957,Matsumoto
4/8/1958,Matsumoto
4/5/1959,Matsumoto
4/8/1960,Matsumoto
4/14/1961,Matsumoto
4/14/1962,Matsumoto
4/15/1963,Matsumoto
4/13/1964,Matsumoto
4/25/1965,Matsumoto
4/14/1966,Matsumoto
4/12/1967,Matsumoto
4/14/1968,Matsumoto
4/14/1969,Matsumoto
4/21/1970,Matsumoto
4/14/1971,Matsumoto
4/8/1972,Matsumoto
4/13/1973,Matsumoto
4/17/1974,Matsumoto
4/15/1975,Matsumoto
4/14/1976,Matsumoto
4/13/1977,Matsumoto
4/18/1978,Matsumoto
4/6/1979,Matsumoto
4/14/1980,Matsumoto
4/14/1981,Matsumoto
4/10/1982,Matsumoto
4/12/1983,Matsumoto
4/24/1984,Matsumoto
4/14/1985,Matsumoto
4/18/1986,Matsumoto
4/8/1987,Matsumoto
4/19/1988,Matsumoto
4/4/1989,Matsumoto
4/4/1990,Matsumoto
4/10/1991,Matsumoto
4/6/1992,Matsumoto
4/14/1993,Matsumoto
4/14/1994,Matsumoto
4/14/1995,Matsumoto
4/19/1996,Matsumoto
4/5/1997,Matsumoto
4/8/1998,Matsumoto
4/5/1999,Matsumoto
4/13/2000,Matsumoto
4/8/2001,Matsumoto
3/30/2002,Matsumoto
4/13/2003,Matsumoto
4/2/2004,Matsumoto
4/9/2005,Matsumoto
4/12/2006,Matsumoto
4/1/2007,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
,Matsumoto
4/3/1953,Maebashi
3/29/1954,Maebashi
3/29/1955,Maebashi
4/6/1956,Maebashi
4/6/1957,Maebashi
4/1/1958,Maebashi
3/24/1959,Maebashi
3/27/1960,Maebashi
4/2/1961,Maebashi
4/2/1962,Maebashi
4/2/1963,Maebashi
4/5/1964,Maebashi
4/8/1965,Maebashi
3/25/1966,Maebashi
3/31/1967,Maebashi
4/2/1968,Maebashi
4/7/1969,Maebashi
4/11/1970,Maebashi
4/1/1971,Maebashi
3/30/1972,Maebashi
4/3/1973,Maebashi
4/6/1974,Maebashi
4/4/1975,Maebashi
3/29/1976,Maebashi
3/28/1977,Maebashi
4/10/1978,Maebashi
3/28/1979,Maebashi
4/5/1980,Maebashi
3/30/1981,Maebashi
3/27/1982,Maebashi
4/5/1983,Maebashi
4/15/1984,Maebashi
4/5/1985,Maebashi
4/8/1986,Maebashi
3/26/1987,Maebashi
4/5/1988,Maebashi
3/26/1989,Maebashi
3/24/1990,Maebashi
3/31/1991,Maebashi
3/26/1992,Maebashi
3/27/1993,Maebashi
4/2/1994,Maebashi
4/5/1995,Maebashi
4/4/1996,Maebashi
3/28/1997,Maebashi
3/29/1998,Maebashi
3/26/1999,Maebashi
4/4/2000,Maebashi
3/26/2001,Maebashi
3/20/2002,Maebashi
3/31/2003,Maebashi
3/26/2004,Maebashi
4/6/2005,Maebashi
3/28/2006,Maebashi
3/28/2007,Maebashi
3/26/2008,Maebashi
3/30/2009,Maebashi
4/1/2010,Maebashi
4/3/2011,Maebashi
4/8/2012,Maebashi
3/22/2013,Maebashi
3/29/2014,Maebashi
3/28/2015,Maebashi
3/23/2016,Maebashi
4/2/2017,Maebashi
3/25/2018,Maebashi
3/27/2019,Maebashi
3/19/2020,Maebashi
3/21/2021,Maebashi
3/27/2022,Maebashi
4/1/1953,Kumagaya
3/30/1954,Kumagaya
3/30/1955,Kumagaya
4/4/1956,Kumagaya
4/7/1957,Kumagaya
4/1/1958,Kumagaya
3/26/1959,Kumagaya
3/28/1960,Kumagaya
4/3/1961,Kumagaya
4/2/1962,Kumagaya
4/4/1963,Kumagaya
4/4/1964,Kumagaya
4/6/1965,Kumagaya
3/27/1966,Kumagaya
4/1/1967,Kumagaya
4/2/1968,Kumagaya
4/5/1969,Kumagaya
4/10/1970,Kumagaya
4/2/1971,Kumagaya
3/28/1972,Kumagaya
4/1/1973,Kumagaya
4/6/1974,Kumagaya
4/1/1975,Kumagaya
3/30/1976,Kumagaya
3/28/1977,Kumagaya
4/8/1978,Kumagaya
3/27/1979,Kumagaya
4/5/1980,Kumagaya
3/30/1981,Kumagaya
3/28/1982,Kumagaya
4/4/1983,Kumagaya
4/14/1984,Kumagaya
4/4/1985,Kumagaya
4/6/1986,Kumagaya
3/25/1987,Kumagaya
4/4/1988,Kumagaya
3/26/1989,Kumagaya
3/22/1990,Kumagaya
3/29/1991,Kumagaya
3/22/1992,Kumagaya
3/25/1993,Kumagaya
4/1/1994,Kumagaya
4/2/1995,Kumagaya
4/1/1996,Kumagaya
3/26/1997,Kumagaya
3/28/1998,Kumagaya
3/27/1999,Kumagaya
3/31/2000,Kumagaya
3/25/2001,Kumagaya
3/17/2002,Kumagaya
3/28/2003,Kumagaya
3/23/2004,Kumagaya
4/4/2005,Kumagaya
3/27/2006,Kumagaya
3/23/2007,Kumagaya
3/25/2008,Kumagaya
3/25/2009,Kumagaya
3/31/2010,Kumagaya
4/1/2011,Kumagaya
4/4/2012,Kumagaya
3/19/2013,Kumagaya
3/28/2014,Kumagaya
3/27/2015,Kumagaya
3/23/2016,Kumagaya
3/28/2017,Kumagaya
3/22/2018,Kumagaya
3/25/2019,Kumagaya
3/18/2020,Kumagaya
3/19/2021,Kumagaya
3/24/2022,Kumagaya
4/4/1953,Mito
4/1/1954,Mito
3/29/1955,Mito
4/9/1956,Mito
4/8/1957,Mito
4/4/1958,Mito
3/30/1959,Mito
4/4/1960,Mito
4/6/1961,Mito
4/9/1962,Mito
4/6/1963,Mito
4/6/1964,Mito
4/12/1965,Mito
4/1/1966,Mito
4/2/1967,Mito
4/4/1968,Mito
4/8/1969,Mito
4/13/1970,Mito
4/5/1971,Mito
3/31/1972,Mito
4/5/1973,Mito
4/10/1974,Mito
4/9/1975,Mito
4/5/1976,Mito
4/5/1977,Mito
4/11/1978,Mito
3/29/1979,Mito
4/9/1980,Mito
4/8/1981,Mito
4/1/1982,Mito
4/7/1983,Mito
4/20/1984,Mito
4/7/1985,Mito
4/10/1986,Mito
3/28/1987,Mito
4/6/1988,Mito
3/27/1989,Mito
3/25/1990,Mito
4/5/1991,Mito
3/31/1992,Mito
4/2/1993,Mito
4/5/1994,Mito
4/5/1995,Mito
4/7/1996,Mito
3/29/1997,Mito
3/31/1998,Mito
3/29/1999,Mito
4/3/2000,Mito
3/30/2001,Mito
3/20/2002,Mito
4/1/2003,Mito
3/27/2004,Mito
4/6/2005,Mito
3/30/2006,Mito
3/24/2007,Mito
3/27/2008,Mito
3/27/2009,Mito
4/2/2010,Mito
4/6/2011,Mito
4/6/2012,Mito
3/21/2013,Mito
3/29/2014,Mito
3/30/2015,Mito
3/28/2016,Mito
4/3/2017,Mito
3/25/2018,Mito
3/27/2019,Mito
3/21/2020,Mito
3/20/2021,Mito
3/30/2022,Mito
4/3/1953,Tsuruga
3/30/1954,Tsuruga
3/28/1955,Tsuruga
4/4/1956,Tsuruga
4/11/1957,Tsuruga
4/5/1958,Tsuruga
3/28/1959,Tsuruga
3/30/1960,Tsuruga
4/6/1961,Tsuruga
4/5/1962,Tsuruga
4/6/1963,Tsuruga
4/5/1964,Tsuruga
4/15/1965,Tsuruga
3/29/1966,Tsuruga
4/2/1967,Tsuruga
4/7/1968,Tsuruga
4/10/1969,Tsuruga
4/13/1970,Tsuruga
4/6/1971,Tsuruga
4/4/1972,Tsuruga
4/7/1973,Tsuruga
4/7/1974,Tsuruga
4/8/1975,Tsuruga
3/30/1976,Tsuruga
4/6/1977,Tsuruga
4/10/1978,Tsuruga
3/30/1979,Tsuruga
4/6/1980,Tsuruga
4/8/1981,Tsuruga
3/30/1982,Tsuruga
4/7/1983,Tsuruga
4/17/1984,Tsuruga
4/7/1985,Tsuruga
4/9/1986,Tsuruga
4/2/1987,Tsuruga
4/12/1988,Tsuruga
3/24/1989,Tsuruga
3/25/1990,Tsuruga
4/4/1991,Tsuruga
3/29/1992,Tsuruga
4/2/1993,Tsuruga
4/5/1994,Tsuruga
4/4/1995,Tsuruga
4/6/1996,Tsuruga
3/29/1997,Tsuruga
3/29/1998,Tsuruga
3/26/1999,Tsuruga
4/7/2000,Tsuruga
4/1/2001,Tsuruga
3/24/2002,Tsuruga
3/30/2003,Tsuruga
3/28/2004,Tsuruga
4/6/2005,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
,Tsuruga
4/3/1953,Gifu
3/29/1954,Gifu
3/27/1955,Gifu
3/31/1956,Gifu
4/8/1957,Gifu
3/28/1958,Gifu
3/22/1959,Gifu
3/23/1960,Gifu
4/2/1961,Gifu
4/6/1962,Gifu
4/4/1963,Gifu
4/4/1964,Gifu
4/9/1965,Gifu
3/27/1966,Gifu
3/30/1967,Gifu
4/4/1968,Gifu
4/3/1969,Gifu
4/9/1970,Gifu
3/31/1971,Gifu
3/28/1972,Gifu
3/31/1973,Gifu
4/4/1974,Gifu
4/1/1975,Gifu
3/26/1976,Gifu
3/28/1977,Gifu
4/6/1978,Gifu
3/29/1979,Gifu
4/1/1980,Gifu
3/30/1981,Gifu
3/23/1982,Gifu
4/2/1983,Gifu
4/12/1984,Gifu
3/29/1985,Gifu
4/1/1986,Gifu
3/26/1987,Gifu
4/3/1988,Gifu
3/16/1989,Gifu
3/17/1990,Gifu
3/28/1991,Gifu
3/24/1992,Gifu
3/27/1993,Gifu
3/31/1994,Gifu
3/27/1995,Gifu
3/30/1996,Gifu
3/22/1997,Gifu
3/22/1998,Gifu
3/23/1999,Gifu
4/3/2000,Gifu
3/25/2001,Gifu
3/17/2002,Gifu
3/24/2003,Gifu
3/24/2004,Gifu
4/2/2005,Gifu
3/26/2006,Gifu
3/23/2007,Gifu
3/23/2008,Gifu
3/18/2009,Gifu
3/20/2010,Gifu
3/28/2011,Gifu
3/30/2012,Gifu
3/21/2013,Gifu
3/24/2014,Gifu
3/23/2015,Gifu
3/20/2016,Gifu
3/28/2017,Gifu
3/19/2018,Gifu
3/22/2019,Gifu
3/21/2020,Gifu
3/16/2021,Gifu
3/21/2022,Gifu
4/3/1953,Nagoya
3/30/1954,Nagoya
3/29/1955,Nagoya
3/29/1956,Nagoya
4/8/1957,Nagoya
3/25/1958,Nagoya
3/23/1959,Nagoya
3/22/1960,Nagoya
3/31/1961,Nagoya
4/3/1962,Nagoya
4/2/1963,Nagoya
4/2/1964,Nagoya
4/8/1965,Nagoya
3/24/1966,Nagoya
3/29/1967,Nagoya
4/2/1968,Nagoya
4/1/1969,Nagoya
4/7/1970,Nagoya
3/31/1971,Nagoya
3/27/1972,Nagoya
3/30/1973,Nagoya
4/3/1974,Nagoya
3/31/1975,Nagoya
3/25/1976,Nagoya
3/26/1977,Nagoya
4/5/1978,Nagoya
3/27/1979,Nagoya
3/30/1980,Nagoya
3/28/1981,Nagoya
3/23/1982,Nagoya
3/31/1983,Nagoya
4/11/1984,Nagoya
3/28/1985,Nagoya
4/1/1986,Nagoya
3/25/1987,Nagoya
4/3/1988,Nagoya
3/17/1989,Nagoya
3/17/1990,Nagoya
3/28/1991,Nagoya
3/21/1992,Nagoya
3/26/1993,Nagoya
3/31/1994,Nagoya
3/27/1995,Nagoya
3/29/1996,Nagoya
3/23/1997,Nagoya
3/22/1998,Nagoya
3/24/1999,Nagoya
4/3/2000,Nagoya
3/26/2001,Nagoya
3/19/2002,Nagoya
3/24/2003,Nagoya
3/23/2004,Nagoya
3/31/2005,Nagoya
3/26/2006,Nagoya
3/23/2007,Nagoya
3/22/2008,Nagoya
3/19/2009,Nagoya
3/18/2010,Nagoya
3/27/2011,Nagoya
3/30/2012,Nagoya
3/19/2013,Nagoya
3/24/2014,Nagoya
3/21/2015,Nagoya
3/19/2016,Nagoya
3/28/2017,Nagoya
3/19/2018,Nagoya
3/22/2019,Nagoya
3/22/2020,Nagoya
3/17/2021,Nagoya
3/22/2022,Nagoya
4/7/1953,Iida
4/3/1954,Iida
4/4/1955,Iida
4/6/1956,Iida
4/12/1957,Iida
4/5/1958,Iida
3/27/1959,Iida
3/30/1960,Iida
4/6/1961,Iida
4/11/1962,Iida
4/7/1963,Iida
4/9/1964,Iida
4/16/1965,Iida
4/5/1966,Iida
4/8/1967,Iida
4/9/1968,Iida
4/6/1969,Iida
4/16/1970,Iida
4/5/1971,Iida
4/4/1972,Iida
4/6/1973,Iida
4/10/1974,Iida
4/9/1975,Iida
4/1/1976,Iida
4/5/1977,Iida
4/14/1978,Iida
4/1/1979,Iida
4/8/1980,Iida
4/8/1981,Iida
4/1/1982,Iida
4/9/1983,Iida
4/19/1984,Iida
4/6/1985,Iida
4/12/1986,Iida
4/5/1987,Iida
4/14/1988,Iida
3/29/1989,Iida
3/28/1990,Iida
4/5/1991,Iida
3/30/1992,Iida
4/3/1993,Iida
4/6/1994,Iida
4/6/1995,Iida
4/8/1996,Iida
3/30/1997,Iida
3/30/1998,Iida
3/29/1999,Iida
4/10/2000,Iida
4/6/2001,Iida
3/27/2002,Iida
4/6/2003,Iida
4/2/2004,Iida
4/9/2005,Iida
4/7/2006,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
,Iida
3/30/1953,Kofu
3/31/1954,Kofu
3/29/1955,Kofu
3/29/1956,Kofu
4/7/1957,Kofu
4/1/1958,Kofu
3/24/1959,Kofu
3/25/1960,Kofu
4/2/1961,Kofu
4/2/1962,Kofu
4/2/1963,Kofu
4/3/1964,Kofu
4/7/1965,Kofu
3/26/1966,Kofu
4/1/1967,Kofu
4/3/1968,Kofu
4/3/1969,Kofu
4/9/1970,Kofu
3/30/1971,Kofu
3/29/1972,Kofu
4/1/1973,Kofu
4/2/1974,Kofu
4/2/1975,Kofu
3/26/1976,Kofu
3/25/1977,Kofu
4/7/1978,Kofu
3/27/1979,Kofu
4/1/1980,Kofu
3/29/1981,Kofu
3/27/1982,Kofu
4/4/1983,Kofu
4/12/1984,Kofu
3/30/1985,Kofu
4/4/1986,Kofu
3/26/1987,Kofu
4/4/1988,Kofu
3/25/1989,Kofu
3/20/1990,Kofu
3/29/1991,Kofu
3/24/1992,Kofu
3/26/1993,Kofu
4/1/1994,Kofu
3/31/1995,Kofu
3/31/1996,Kofu
3/22/1997,Kofu
3/26/1998,Kofu
3/18/1999,Kofu
3/31/2000,Kofu
3/25/2001,Kofu
3/17/2002,Kofu
3/27/2003,Kofu
3/24/2004,Kofu
3/31/2005,Kofu
3/24/2006,Kofu
3/21/2007,Kofu
3/24/2008,Kofu
3/20/2009,Kofu
3/20/2010,Kofu
3/29/2011,Kofu
4/1/2012,Kofu
3/19/2013,Kofu
3/28/2014,Kofu
3/25/2015,Kofu
3/23/2016,Kofu
3/30/2017,Kofu
3/23/2018,Kofu
3/27/2019,Kofu
3/22/2020,Kofu
3/18/2021,Kofu
3/21/2022,Kofu
3/25/1953,Choshi
3/26/1954,Choshi
3/25/1955,Choshi
3/29/1956,Choshi
4/5/1957,Choshi
4/1/1958,Choshi
3/23/1959,Choshi
3/26/1960,Choshi
4/1/1961,Choshi
4/1/1962,Choshi
4/4/1963,Choshi
4/3/1964,Choshi
4/13/1965,Choshi
3/23/1966,Choshi
4/1/1967,Choshi
3/31/1968,Choshi
4/4/1969,Choshi
4/10/1970,Choshi
4/2/1971,Choshi
3/29/1972,Choshi
4/1/1973,Choshi
4/2/1974,Choshi
4/3/1975,Choshi
3/26/1976,Choshi
3/26/1977,Choshi
4/8/1978,Choshi
3/26/1979,Choshi
4/5/1980,Choshi
4/2/1981,Choshi
3/26/1982,Choshi
4/5/1983,Choshi
4/16/1984,Choshi
4/3/1985,Choshi
4/8/1986,Choshi
3/25/1987,Choshi
4/3/1988,Choshi
3/20/1989,Choshi
3/21/1990,Choshi
4/1/1991,Choshi
3/28/1992,Choshi
4/4/1993,Choshi
4/4/1994,Choshi
4/2/1995,Choshi
3/31/1996,Choshi
3/30/1997,Choshi
4/3/1998,Choshi
3/25/1999,Choshi
4/4/2000,Choshi
3/26/2001,Choshi
3/19/2002,Choshi
3/28/2003,Choshi
3/30/2004,Choshi
4/7/2005,Choshi
3/25/2006,Choshi
3/30/2007,Choshi
3/25/2008,Choshi
4/1/2009,Choshi
4/1/2010,Choshi
4/4/2011,Choshi
4/2/2012,Choshi
3/21/2013,Choshi
3/29/2014,Choshi
3/30/2015,Choshi
4/1/2016,Choshi
4/1/2017,Choshi
3/20/2018,Choshi
3/25/2019,Choshi
3/27/2020,Choshi
3/22/2021,Choshi
3/27/2022,Choshi
4/1/1953,Tsu
3/30/1954,Tsu
3/31/1955,Tsu
4/3/1956,Tsu
4/8/1957,Tsu
4/6/1958,Tsu
3/23/1959,Tsu
3/28/1960,Tsu
4/3/1961,Tsu
4/6/1962,Tsu
4/6/1963,Tsu
4/5/1964,Tsu
4/12/1965,Tsu
3/26/1966,Tsu
3/30/1967,Tsu
4/4/1968,Tsu
4/8/1969,Tsu
4/12/1970,Tsu
4/3/1971,Tsu
4/2/1972,Tsu
4/1/1973,Tsu
4/6/1974,Tsu
4/4/1975,Tsu
3/31/1976,Tsu
3/31/1977,Tsu
4/9/1978,Tsu
3/30/1979,Tsu
4/3/1980,Tsu
3/28/1981,Tsu
3/24/1982,Tsu
4/3/1983,Tsu
4/12/1984,Tsu
3/30/1985,Tsu
4/3/1986,Tsu
3/25/1987,Tsu
4/5/1988,Tsu
3/25/1989,Tsu
3/22/1990,Tsu
4/1/1991,Tsu
3/28/1992,Tsu
4/2/1993,Tsu
4/3/1994,Tsu
4/3/1995,Tsu
4/5/1996,Tsu
3/28/1997,Tsu
3/27/1998,Tsu
3/27/1999,Tsu
4/5/2000,Tsu
3/28/2001,Tsu
3/21/2002,Tsu
3/28/2003,Tsu
3/28/2004,Tsu
4/3/2005,Tsu
3/31/2006,Tsu
3/26/2007,Tsu
3/27/2008,Tsu
3/23/2009,Tsu
3/24/2010,Tsu
4/1/2011,Tsu
4/4/2012,Tsu
3/25/2013,Tsu
3/27/2014,Tsu
3/29/2015,Tsu
3/28/2016,Tsu
4/3/2017,Tsu
3/26/2018,Tsu
3/28/2019,Tsu
3/25/2020,Tsu
3/20/2021,Tsu
3/26/2022,Tsu
4/1/1953,Hamamatsu
3/28/1954,Hamamatsu
3/27/1955,Hamamatsu
4/5/1956,Hamamatsu
4/7/1957,Hamamatsu
4/2/1958,Hamamatsu
3/28/1959,Hamamatsu
3/29/1960,Hamamatsu
4/1/1961,Hamamatsu
4/6/1962,Hamamatsu
3/31/1963,Hamamatsu
4/2/1964,Hamamatsu
4/7/1965,Hamamatsu
3/22/1966,Hamamatsu
3/28/1967,Hamamatsu
3/31/1968,Hamamatsu
4/1/1969,Hamamatsu
4/3/1970,Hamamatsu
3/28/1971,Hamamatsu
3/27/1972,Hamamatsu
3/30/1973,Hamamatsu
3/29/1974,Hamamatsu
3/30/1975,Hamamatsu
3/20/1976,Hamamatsu
3/22/1977,Hamamatsu
4/3/1978,Hamamatsu
3/25/1979,Hamamatsu
3/31/1980,Hamamatsu
3/26/1981,Hamamatsu
3/23/1982,Hamamatsu
4/1/1983,Hamamatsu
4/6/1984,Hamamatsu
3/27/1985,Hamamatsu
3/30/1986,Hamamatsu
3/25/1987,Hamamatsu
4/3/1988,Hamamatsu
3/21/1989,Hamamatsu
3/17/1990,Hamamatsu
3/30/1991,Hamamatsu
3/26/1992,Hamamatsu
3/31/1993,Hamamatsu
4/3/1994,Hamamatsu
3/31/1995,Hamamatsu
3/28/1996,Hamamatsu
3/26/1997,Hamamatsu
3/24/1998,Hamamatsu
